date,country,device_type,video_category,video_title,users,users_dod,video_plays
2024-08-18,India,mobile,education,Stanley Spadowski's Clubhouse,855,0.6927590905657791,1514
2024-08-19,India,mobile,education,Stanley Spadowski's Clubhouse,591,0.6922969990755599,1027
2024-08-20,India,mobile,education,Stanley Spadowski's Clubhouse,504,0.8535280180232072,840
2024-08-21,India,mobile,education,Stanley Spadowski's Clubhouse,520,1.0325984459333404,903
2024-08-22,India,mobile,education,Stanley Spadowski's Clubhouse,603,1.1606491043343796,1005
2024-08-23,India,mobile,education,Stanley Spadowski's Clubhouse,812,1.3474583099245283,1354
2024-08-24,India,mobile,education,Stanley Spadowski's Clubhouse,1170,1.4415184911324166,1971
2024-08-25,India,mobile,education,Stanley Spadowski's Clubhouse,1780,1.521475240498224,3120
2024-07-27,India,desktop,education,Stanley Spadowski's Clubhouse,439,1.0,755
2024-07-28,India,desktop,education,Stanley Spadowski's Clubhouse,462,1.0542241309526739,771
2024-07-29,India,desktop,education,Stanley Spadowski's Clubhouse,437,0.9474662942338892,714
2024-07-30,India,desktop,education,Stanley Spadowski's Clubhouse,379,0.8672829377152328,638
2024-07-31,India,desktop,education,Stanley Spadowski's Clubhouse,311,0.8211908262021069,534
2024-08-01,India,desktop,education,Stanley Spadowski's Clubhouse,283,0.912460318737945,472
2024-08-02,India,desktop,education,Stanley Spadowski's Clubhouse,292,1.0335366435268782,487
2024-08-03,India,desktop,education,Stanley Spadowski's Clubhouse,339,1.163870175970058,607
2024-08-04,India,desktop,education,Stanley Spadowski's Clubhouse,432,1.276890018124102,773
2024-08-05,India,desktop,education,Stanley Spadowski's Clubhouse,558,1.2926038039944474,978
2024-08-06,India,desktop,education,Stanley Spadowski's Clubhouse,608,1.090421439887262,1014
2024-08-07,India,desktop,education,Stanley Spadowski's Clubhouse,380,0.6259116445177,667
2024-08-08,India,desktop,education,Stanley Spadowski's Clubhouse,249,0.6568208328009072,446
2024-08-09,India,desktop,education,Stanley Spadowski's Clubhouse,188,0.7555961495545823,326
2024-08-10,India,desktop,education,Stanley Spadowski's Clubhouse,185,0.9855043217630792,327
2024-08-11,India,desktop,education,Stanley Spadowski's Clubhouse,215,1.162215494756141,362
2024-08-12,India,desktop,education,Stanley Spadowski's Clubhouse,279,1.3022965403267608,490
2024-08-13,India,desktop,education,Stanley Spadowski's Clubhouse,390,1.3999652702832814,677
2024-08-14,India,desktop,education,Stanley Spadowski's Clubhouse,565,1.450428331120753,972
2024-08-15,India,desktop,education,Stanley Spadowski's Clubhouse,741,1.311529868076386,1273
2024-08-16,India,desktop,education,Stanley Spadowski's Clubhouse,652,0.8802809244710899,1165
2024-08-17,India,desktop,education,Stanley Spadowski's Clubhouse,358,0.5492904715411744,590
2024-08-18,India,desktop,education,Stanley Spadowski's Clubhouse,243,0.678777733104568,413
2024-08-19,India,desktop,education,Stanley Spadowski's Clubhouse,182,0.7529070450105956,298
2024-08-20,India,desktop,education,Stanley Spadowski's Clubhouse,169,0.9305122835597884,276
2024-08-21,India,desktop,education,Stanley Spadowski's Clubhouse,183,1.0873252358402943,303
2024-08-22,India,desktop,education,Stanley Spadowski's Clubhouse,231,1.2675628422349672,390
2024-08-23,India,desktop,education,Stanley Spadowski's Clubhouse,322,1.397867434380853,532
2024-08-24,India,desktop,education,Stanley Spadowski's Clubhouse,472,1.46764393980947,771
2024-08-25,India,desktop,education,Stanley Spadowski's Clubhouse,746,1.5808136274260023,1218
2024-07-27,India,mobile,drama,Conan the Librarian,0,1.0,0
2024-07-28,India,mobile,drama,Conan the Librarian,0,,0
2024-07-29,India,mobile,drama,Conan the Librarian,0,,0
2024-07-30,India,mobile,drama,Conan the Librarian,0,,0
2024-07-31,India,mobile,drama,Conan the Librarian,0,,0
2024-08-01,India,mobile,drama,Conan the Librarian,0,,0
2024-08-02,India,mobile,drama,Conan the Librarian,0,,0
2024-08-03,India,mobile,drama,Conan the Librarian,0,,0
2024-08-04,India,mobile,drama,Conan the Librarian,0,,0
2024-08-05,India,mobile,drama,Conan the Librarian,0,,0
2024-08-06,India,mobile,drama,Conan the Librarian,0,,0
2024-08-07,India,mobile,drama,Conan the Librarian,0,,0
2024-08-08,India,mobile,drama,Conan the Librarian,0,,0
2024-08-09,India,mobile,drama,Conan the Librarian,0,,0
2024-08-10,India,mobile,drama,Conan the Librarian,0,,0
2024-08-11,India,mobile,drama,Conan the Librarian,0,,0
2024-08-12,India,mobile,drama,Conan the Librarian,0,,0
2024-08-13,India,mobile,drama,Conan the Librarian,0,,0
2024-08-14,India,mobile,drama,Conan the Librarian,0,,0
2024-08-15,India,mobile,drama,Conan the Librarian,0,,0
2024-08-16,India,mobile,drama,Conan the Librarian,0,,0
2024-08-17,India,mobile,drama,Conan the Librarian,0,,0
2024-08-18,India,mobile,drama,Conan the Librarian,0,,0
2024-08-19,India,mobile,drama,Conan the Librarian,0,,0
2024-08-20,India,mobile,drama,Conan the Librarian,0,,0
2024-08-21,India,mobile,drama,Conan the Librarian,0,,0
2024-08-22,India,mobile,drama,Conan the Librarian,0,,0
2024-08-23,India,mobile,drama,Conan the Librarian,0,,0
2024-08-24,India,mobile,drama,Conan the Librarian,0,,0
2024-08-25,India,mobile,drama,Conan the Librarian,0,,0
2024-07-27,India,desktop,drama,Conan the Librarian,1425,1.0,5104
2024-07-28,India,desktop,drama,Conan the Librarian,1472,1.0335707764276294,5062
2024-07-29,India,desktop,drama,Conan the Librarian,1434,0.9745352445859813,5341
2024-07-30,India,desktop,drama,Conan the Librarian,1266,0.8833324290941157,4399
2024-07-31,India,desktop,drama,Conan the Librarian,1009,0.797308347238006,3686
2024-08-01,India,desktop,drama,Conan the Librarian,933,0.9253573426956104,3242
2024-08-02,India,desktop,drama,Conan the Librarian,924,0.9903881865465786,3242
2024-08-03,India,desktop,drama,Conan the Librarian,1018,1.1019608372460241,3536
2024-08-04,India,desktop,drama,Conan the Librarian,1240,1.2182258495573102,4440
2024-08-05,India,desktop,drama,Conan the Librarian,1480,1.1941454159186236,5089
2024-08-06,India,desktop,drama,Conan the Librarian,1587,1.072623181062837,5797
2024-08-07,India,desktop,drama,Conan the Librarian,1377,0.8680732743816444,4932
2024-08-08,India,desktop,drama,Conan the Librarian,1195,0.8679502596247124,4107
2024-08-09,India,desktop,drama,Conan the Librarian,1053,0.8819266845564908,3924
2024-08-10,India,desktop,drama,Conan the Librarian,1026,0.9748809649127244,3491
2024-08-11,India,desktop,drama,Conan the Librarian,1113,1.0850144746927641,3826
2024-08-12,India,desktop,drama,Conan the Librarian,1230,1.1054567929991719,4537
2024-08-13,India,desktop,drama,Conan the Librarian,1426,1.1597368612856178,5004
2024-08-14,India,desktop,drama,Conan the Librarian,1426,1.0000022508584565,4901
2024-08-15,India,desktop,drama,Conan the Librarian,1424,0.9989804986574088,4947
2024-08-16,India,desktop,drama,Conan the Librarian,1352,0.9499564536422108,4794
2024-08-17,India,desktop,drama,Conan the Librarian,1301,0.9626922759046223,4426
2024-08-18,India,desktop,drama,Conan the Librarian,1362,1.047234392672694,4780
2024-08-19,India,desktop,drama,Conan the Librarian,1316,0.9664712223809648,4712
2024-08-20,India,desktop,drama,Conan the Librarian,1205,0.9158534587691709,4358
2024-08-21,India,desktop,drama,Conan the Librarian,1078,0.8947519224531895,3705
2024-08-22,India,desktop,drama,Conan the Librarian,1046,0.9710748803917368,3560
2024-08-23,India,desktop,drama,Conan the Librarian,1109,1.0611507051801634,4013
2024-08-24,India,desktop,drama,Conan the Librarian,1262,1.1387656922608245,4385
2024-08-25,India,desktop,drama,Conan the Librarian,1508,1.1956675149494593,5132
2024-07-27,India,mobile,education,Raul's Wild Kingdom,0,1.0,0
2024-07-28,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-07-29,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-07-30,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-07-31,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-01,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-02,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-03,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-04,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-05,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-06,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-07,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-08,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-09,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-10,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-11,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-12,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-13,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-14,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-15,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-16,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-17,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-18,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-19,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-20,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-21,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-22,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-23,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-24,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-08-25,India,mobile,education,Raul's Wild Kingdom,0,,0
2024-07-27,India,desktop,education,Raul's Wild Kingdom,1965,1.0,3766
2024-07-28,India,desktop,education,Raul's Wild Kingdom,1991,1.0133550383991845,3930
2024-07-29,India,desktop,education,Raul's Wild Kingdom,1874,0.9415566886553053,3520
2024-07-30,India,desktop,education,Raul's Wild Kingdom,1610,0.8591706479357829,2962
2024-07-31,India,desktop,education,Raul's Wild Kingdom,1356,0.8425202558086664,2625
2024-08-01,India,desktop,education,Raul's Wild Kingdom,1236,0.9119983575254397,2370
2024-08-02,India,desktop,education,Raul's Wild Kingdom,1236,1.0001256257854299,2274
2024-08-03,India,desktop,education,Raul's Wild Kingdom,1418,1.148004988544617,2637
2024-08-04,India,desktop,education,Raul's Wild Kingdom,1784,1.2582319757136677,3522
2024-08-05,India,desktop,education,Raul's Wild Kingdom,2327,1.3049094436083946,4550
2024-08-06,India,desktop,education,Raul's Wild Kingdom,2501,1.0748206158256453,4985
2024-08-07,India,desktop,education,Raul's Wild Kingdom,2020,0.807701785497674,3948
2024-08-08,India,desktop,education,Raul's Wild Kingdom,1496,0.7410498836284987,2926
2024-08-09,India,desktop,education,Raul's Wild Kingdom,1162,0.7772650208630014,2139
2024-08-10,India,desktop,education,Raul's Wild Kingdom,1092,0.9400762670168703,2114
2024-08-11,India,desktop,education,Raul's Wild Kingdom,1154,1.0569731050439213,2123
2024-08-12,India,desktop,education,Raul's Wild Kingdom,1419,1.230133322818783,2747
2024-08-13,India,desktop,education,Raul's Wild Kingdom,1791,1.262530765866444,3536
2024-08-14,India,desktop,education,Raul's Wild Kingdom,2145,1.1977442678216648,4152
2024-08-15,India,desktop,education,Raul's Wild Kingdom,2512,1.17137149130598,4767
2024-08-16,India,desktop,education,Raul's Wild Kingdom,2242,0.8925358449349038,4468
2024-08-17,India,desktop,education,Raul's Wild Kingdom,2037,0.9086781213590672,3982
2024-08-18,India,desktop,education,Raul's Wild Kingdom,1819,0.8930215723229958,3312
2024-08-19,India,desktop,education,Raul's Wild Kingdom,1506,0.8280374398677178,2742
2024-08-20,India,desktop,education,Raul's Wild Kingdom,1329,0.882698040630934,2598
2024-08-21,India,desktop,education,Raul's Wild Kingdom,1190,0.8954725879471315,2372
2024-08-22,India,desktop,education,Raul's Wild Kingdom,1246,1.0478905142723414,2318
2024-08-23,India,desktop,education,Raul's Wild Kingdom,1469,1.1792635811897012,2675
2024-08-24,India,desktop,education,Raul's Wild Kingdom,1826,1.2433457231656606,3500
2024-08-25,India,desktop,education,Raul's Wild Kingdom,2372,1.299374467038626,4638
2024-07-27,India,mobile,game shows,Wheel of Fish,1787,1.0,1787
2024-07-28,India,mobile,game shows,Wheel of Fish,1864,1.043341159352691,1901
2024-07-29,India,mobile,game shows,Wheel of Fish,1722,0.9240383410909726,1687
2024-07-30,India,mobile,game shows,Wheel of Fish,1442,0.8377608622857183,1399
2024-07-31,India,mobile,game shows,Wheel of Fish,1162,0.8065048207614948,1128
2024-08-01,India,mobile,game shows,Wheel of Fish,1122,0.9660969090900091,1133
2024-08-02,India,mobile,game shows,Wheel of Fish,1183,1.0549729180983216,1195
2024-08-03,India,mobile,game shows,Wheel of Fish,1461,1.2355866727802143,1388
2024-08-04,India,mobile,game shows,Wheel of Fish,1986,1.359735913913084,1926
2024-08-05,India,mobile,game shows,Wheel of Fish,2417,1.2170211046147321,2368
2024-08-06,India,mobile,game shows,Wheel of Fish,2187,0.9050296462929848,2253
2024-08-07,India,mobile,game shows,Wheel of Fish,1312,0.6001802416489868,1338
2024-08-08,India,mobile,game shows,Wheel of Fish,957,0.729597937092951,947
2024-08-09,India,mobile,game shows,Wheel of Fish,818,0.8556635146092119,827
2024-08-10,India,mobile,game shows,Wheel of Fish,821,1.004144102658177,821
2024-08-11,India,mobile,game shows,Wheel of Fish,950,1.157858304139767,969
2024-08-12,India,mobile,game shows,Wheel of Fish,1280,1.3477642956052016,1305
2024-08-13,India,mobile,game shows,Wheel of Fish,1727,1.349579151568792,1744
2024-08-14,India,mobile,game shows,Wheel of Fish,2389,1.383596368422473,2461
2024-08-15,India,mobile,game shows,Wheel of Fish,2848,1.1925037999530759,2905
2024-08-16,India,mobile,game shows,Wheel of Fish,2078,0.7299283586778513,1995
2024-08-17,India,mobile,game shows,Wheel of Fish,1334,0.642326515015397,1308
2024-08-18,India,mobile,game shows,Wheel of Fish,992,0.7436921241269054,1021
2024-08-19,India,mobile,game shows,Wheel of Fish,821,0.8278494762060541,796
2024-08-20,India,mobile,game shows,Wheel of Fish,811,0.9884284710940937,819
2024-08-21,India,mobile,game shows,Wheel of Fish,930,1.1467639198427162,883
2024-08-22,India,mobile,game shows,Wheel of Fish,1194,1.283902966248195,1194
2024-08-23,India,mobile,game shows,Wheel of Fish,1650,1.3819606570947456,1699
2024-08-24,India,mobile,game shows,Wheel of Fish,2489,1.5085869615988654,2489
2024-08-25,India,mobile,game shows,Wheel of Fish,3348,1.3452808795208364,3180
2024-07-27,India,desktop,game shows,Wheel of Fish,0,1.0,0
2024-07-28,India,desktop,game shows,Wheel of Fish,0,,0
2024-07-29,India,desktop,game shows,Wheel of Fish,0,,0
2024-07-30,India,desktop,game shows,Wheel of Fish,0,,0
2024-07-31,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-01,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-02,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-03,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-04,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-05,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-06,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-07,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-08,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-09,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-10,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-11,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-12,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-13,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-14,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-15,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-16,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-17,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-18,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-19,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-20,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-21,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-22,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-23,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-24,India,desktop,game shows,Wheel of Fish,0,,0
2024-08-25,India,desktop,game shows,Wheel of Fish,0,,0
2024-07-27,India,mobile,sports,Dog Racing from Rio de Janeiro,261,1.0,730
2024-07-28,India,mobile,sports,Dog Racing from Rio de Janeiro,277,1.0639548634116802,745
2024-07-29,India,mobile,sports,Dog Racing from Rio de Janeiro,265,0.9586049742730895,757
2024-07-30,India,mobile,sports,Dog Racing from Rio de Janeiro,228,0.8640331525606783,665
2024-07-31,India,mobile,sports,Dog Racing from Rio de Janeiro,189,0.8289720629882097,533
2024-08-01,India,mobile,sports,Dog Racing from Rio de Janeiro,177,0.9400301351250375,511
2024-08-02,India,mobile,sports,Dog Racing from Rio de Janeiro,185,1.0465920981172379,523
2024-08-03,India,mobile,sports,Dog Racing from Rio de Janeiro,221,1.1965446201088723,643
2024-08-04,India,mobile,sports,Dog Racing from Rio de Janeiro,271,1.2298165457726986,790
2024-08-05,India,mobile,sports,Dog Racing from Rio de Janeiro,315,1.1648584697989994,855
2024-08-06,India,mobile,sports,Dog Racing from Rio de Janeiro,305,0.9688957975896612,853
2024-08-07,India,mobile,sports,Dog Racing from Rio de Janeiro,197,0.646197808013214,550
2024-08-08,India,mobile,sports,Dog Racing from Rio de Janeiro,146,0.7445861303377604,389
2024-08-09,India,mobile,sports,Dog Racing from Rio de Janeiro,125,0.8619780854173145,351
2024-08-10,India,mobile,sports,Dog Racing from Rio de Janeiro,130,1.0470031395781076,362
2024-08-11,India,mobile,sports,Dog Racing from Rio de Janeiro,157,1.2116087581238257,457
2024-08-12,India,mobile,sports,Dog Racing from Rio de Janeiro,214,1.363612901814105,586
2024-08-13,India,mobile,sports,Dog Racing from Rio de Janeiro,304,1.4215240460176295,850
2024-08-14,India,mobile,sports,Dog Racing from Rio de Janeiro,354,1.167183228203971,952
2024-08-15,India,mobile,sports,Dog Racing from Rio de Janeiro,345,0.9755001002050978,1003
2024-08-16,India,mobile,sports,Dog Racing from Rio de Janeiro,217,0.6297201495915352,589
2024-08-17,India,mobile,sports,Dog Racing from Rio de Janeiro,155,0.7184479529389015,427
2024-08-18,India,mobile,sports,Dog Racing from Rio de Janeiro,128,0.8318277495635199,349
2024-08-19,India,mobile,sports,Dog Racing from Rio de Janeiro,125,0.9824735792121811,351
2024-08-20,India,mobile,sports,Dog Racing from Rio de Janeiro,137,1.0994831265892944,364
2024-08-21,India,mobile,sports,Dog Racing from Rio de Janeiro,173,1.270009741150769,466
2024-08-22,India,mobile,sports,Dog Racing from Rio de Janeiro,236,1.3643468703928936,646
2024-08-23,India,mobile,sports,Dog Racing from Rio de Janeiro,340,1.4430474146122394,990
2024-08-24,India,mobile,sports,Dog Racing from Rio de Janeiro,457,1.3462362087631978,1330
2024-08-25,India,mobile,sports,Dog Racing from Rio de Janeiro,504,1.1045867372167588,1340
2024-07-27,India,desktop,sports,Dog Racing from Rio de Janeiro,1017,1.0,2844
2024-07-28,India,desktop,sports,Dog Racing from Rio de Janeiro,1112,1.0934765522608343,3108
2024-07-29,India,desktop,sports,Dog Racing from Rio de Janeiro,997,0.8966847508570847,2787
2024-07-30,India,desktop,sports,Dog Racing from Rio de Janeiro,845,0.8483464046109852,2387
2024-07-31,India,desktop,sports,Dog Racing from Rio de Janeiro,696,0.8239957247553584,1946
2024-08-01,India,desktop,sports,Dog Racing from Rio de Janeiro,652,0.9381905108299952,1880
2024-08-02,India,desktop,sports,Dog Racing from Rio de Janeiro,693,1.0638580433775315,1841
2024-08-03,India,desktop,sports,Dog Racing from Rio de Janeiro,789,1.1386747942818658,2183
2024-08-04,India,desktop,sports,Dog Racing from Rio de Janeiro,997,1.2640046901741993,2843
2024-08-05,India,desktop,sports,Dog Racing from Rio de Janeiro,1244,1.2479869316608991,3443
2024-08-06,India,desktop,sports,Dog Racing from Rio de Janeiro,1287,1.0347271949898011,3490
2024-08-07,India,desktop,sports,Dog Racing from Rio de Janeiro,877,0.6814997495824566,2451
2024-08-08,India,desktop,sports,Dog Racing from Rio de Janeiro,659,0.7524556476995057,1899
2024-08-09,India,desktop,sports,Dog Racing from Rio de Janeiro,535,0.8133259961032021,1453
2024-08-10,India,desktop,sports,Dog Racing from Rio de Janeiro,539,1.0092853543415417,1494
2024-08-11,India,desktop,sports,Dog Racing from Rio de Janeiro,604,1.1210471576541687,1621
2024-08-12,India,desktop,sports,Dog Racing from Rio de Janeiro,754,1.2499371516816207,2173
2024-08-13,India,desktop,sports,Dog Racing from Rio de Janeiro,995,1.3197816401280729,2837
2024-08-14,India,desktop,sports,Dog Racing from Rio de Janeiro,1256,1.2631741546903585,3548
2024-08-15,India,desktop,sports,Dog Racing from Rio de Janeiro,1469,1.1699870851242513,4189
2024-08-16,India,desktop,sports,Dog Racing from Rio de Janeiro,1250,0.8509272826612697,3494
2024-08-17,India,desktop,sports,Dog Racing from Rio de Janeiro,923,0.7385317843491892,2606
2024-08-18,India,desktop,sports,Dog Racing from Rio de Janeiro,753,0.8165965721632592,2064
2024-08-19,India,desktop,sports,Dog Racing from Rio de Janeiro,636,0.8450552831935089,1707
2024-08-20,India,desktop,sports,Dog Racing from Rio de Janeiro,581,0.9143829727168382,1690
2024-08-21,India,desktop,sports,Dog Racing from Rio de Janeiro,575,0.9909547564027053,1561
2024-08-22,India,desktop,sports,Dog Racing from Rio de Janeiro,681,1.1844119063177643,1865
2024-08-23,India,desktop,sports,Dog Racing from Rio de Janeiro,877,1.28910506666558,2331
2024-08-24,India,desktop,sports,Dog Racing from Rio de Janeiro,1248,1.4241525277508678,3351
2024-08-25,India,desktop,sports,Dog Racing from Rio de Janeiro,1710,1.3709376299638825,4830
2024-07-27,India,mobile,drama,Town Talk,682,1.0,682
2024-07-28,India,mobile,drama,Town Talk,684,1.0040226169442579,712
2024-07-29,India,mobile,drama,Town Talk,637,0.9319568515392586,662
2024-07-30,India,mobile,drama,Town Talk,587,0.9220392949442269,575
2024-07-31,India,mobile,drama,Town Talk,510,0.8697494846493545,525
2024-08-01,India,mobile,drama,Town Talk,480,0.9421944368914925,470
2024-08-02,India,mobile,drama,Town Talk,484,1.0093049888658343,503
2024-08-03,India,mobile,drama,Town Talk,548,1.1332942187743125,543
2024-08-04,India,mobile,drama,Town Talk,670,1.2233180679111533,670
2024-08-05,India,mobile,drama,Town Talk,758,1.132011640292335,766
2024-08-06,India,mobile,drama,Town Talk,730,0.9636532021476099,715
2024-08-07,India,mobile,drama,Town Talk,607,0.8321406762318292,631
2024-08-08,India,mobile,drama,Town Talk,496,0.8178515035219358,481
2024-08-09,India,mobile,drama,Town Talk,460,0.9283191979033579,469
2024-08-10,India,mobile,drama,Town Talk,483,1.0518624795035802,488
2024-08-11,India,mobile,drama,Town Talk,584,1.209725688225292,555
2024-08-12,India,mobile,drama,Town Talk,731,1.251929379416686,760
2024-08-13,India,mobile,drama,Town Talk,804,1.1007129343703728,812
2024-08-14,India,mobile,drama,Town Talk,670,0.8337429188476135,663
2024-08-15,India,mobile,drama,Town Talk,543,0.8115212902619662,554
2024-08-16,India,mobile,drama,Town Talk,472,0.8707858960743138,482
2024-08-17,India,mobile,drama,Town Talk,463,0.9820117259597171,458
2024-08-18,India,mobile,drama,Town Talk,535,1.1562793164129697,513
2024-08-19,India,mobile,drama,Town Talk,646,1.2085427259862684,672
2024-08-20,India,mobile,drama,Town Talk,778,1.2052945295888253,770
2024-08-21,India,mobile,drama,Town Talk,777,0.9990538029842456,753
2024-08-22,India,mobile,drama,Town Talk,692,0.8907283453788337,657
2024-08-23,India,mobile,drama,Town Talk,529,0.7644655741171822,507
2024-08-24,India,mobile,drama,Town Talk,464,0.8780193955899425,455
2024-08-25,India,mobile,drama,Town Talk,474,1.0229680719607661,488
2024-07-27,India,desktop,drama,Town Talk,460,1.0,460
2024-07-28,India,desktop,drama,Town Talk,493,1.0736463899962965,483
2024-07-29,India,desktop,drama,Town Talk,452,0.9172598012763802,465
2024-07-30,India,desktop,drama,Town Talk,405,0.8977622918706785,393
2024-07-31,India,desktop,drama,Town Talk,327,0.8093892321502079,324
2024-08-01,India,desktop,drama,Town Talk,293,0.8978006980316726,284
2024-08-02,India,desktop,drama,Town Talk,286,0.9784083607817887,283
2024-08-03,India,desktop,drama,Town Talk,317,1.1114597075416308,308
2024-08-04,India,desktop,drama,Town Talk,392,1.2372166431210754,376
2024-08-05,India,desktop,drama,Town Talk,488,1.2449900738400166,502
2024-08-06,India,desktop,drama,Town Talk,575,1.1785498089239037,569
2024-08-07,India,desktop,drama,Town Talk,506,0.8812982428404603,491
2024-08-08,India,desktop,drama,Town Talk,413,0.817510987425974,409
2024-08-09,India,desktop,drama,Town Talk,304,0.7383935852023203,314
2024-08-10,India,desktop,drama,Town Talk,276,0.9091178261936309,279
2024-08-11,India,desktop,drama,Town Talk,277,1.0047402332613213,288
2024-08-12,India,desktop,drama,Town Talk,314,1.1351775604583167,327
2024-08-13,India,desktop,drama,Town Talk,392,1.251234612072826,392
2024-08-14,India,desktop,drama,Town Talk,488,1.245663160173513,507
2024-08-15,India,desktop,drama,Town Talk,579,1.1883243721155494,556
2024-08-16,India,desktop,drama,Town Talk,598,1.0329307600756972,568
2024-08-17,India,desktop,drama,Town Talk,531,0.8880678122672137,525
2024-08-18,India,desktop,drama,Town Talk,442,0.8342164699600289,447
2024-08-19,India,desktop,drama,Town Talk,332,0.7525973568019912,339
2024-08-20,India,desktop,drama,Town Talk,256,0.7712105485013283,250
2024-08-21,India,desktop,drama,Town Talk,228,0.8921285219918814,228
